"","Participant","SubjAge","SubjEnglish","SubjGender","Condition","List","PSA","Story","Name","Job","Pet","Pronoun","M_Type","M_Response","M_Acc","P_Text","P_Response","P_Acc"
"211","6","30","Native (learned from birth)","female","psa","psa_1","1","0","Brian","accountant","fish","he/him","pet","dog",0,NA,NA,NA
"212","6","30","Native (learned from birth)","female","psa","psa_1","1","0","Brian","accountant","fish","he/him","pronoun","he/him",1,"he took his car to the mechanic.","he/him",1
"213","6","30","Native (learned from birth)","female","psa","psa_1","1","0","Laura","mechanic","cat","she/her","job","janitor",0,NA,NA,NA
"214","6","30","Native (learned from birth)","female","psa","psa_1","1","0","Laura","mechanic","cat","she/her","pet","fish",0,NA,NA,NA
"215","6","30","Native (learned from birth)","female","psa","psa_1","1","0","Laura","mechanic","cat","she/her","pronoun","she/her",1,"she cleaned her clothes.","she/her",1
"216","6","30","Native (learned from birth)","female","psa","psa_1","1","0","Andrew","teacher","dog","he/him","pet","fish",0,NA,NA,NA
"217","7","39","Native (learned from birth)","male","psa","psa_1","1","0","Jessica","food service","fish","she/her","job","mechanic",0,NA,NA,NA
"218","7","39","Native (learned from birth)","male","psa","psa_1","1","0","Jessica","food service","fish","she/her","pet","fish",1,NA,NA,NA
"219","7","39","Native (learned from birth)","male","psa","psa_1","1","0","Laura","mechanic","cat","she/her","job","food service",0,NA,NA,NA
"220","7","39","Native (learned from birth)","male","psa","psa_1","1","0","Laura","mechanic","cat","she/her","pet","fish",0,NA,NA,NA
"221","7","39","Native (learned from birth)","male","psa","psa_1","1","0","Laura","mechanic","cat","she/her","pronoun","she/her",1,"...she took a shower.","she/her",1
"222","7","39","Native (learned from birth)","male","psa","psa_1","1","0","Michael","salesperson","fish","they/them","job","retail",0,NA,NA,NA
"223","7","39","Native (learned from birth)","male","psa","psa_1","1","0","Michael","salesperson","fish","they/them","pet","dog",0,NA,NA,NA
"224","7","39","Native (learned from birth)","male","psa","psa_1","1","0","Michael","salesperson","fish","they/them","pronoun","they/them",1,"...they finally got to relax.","they/them",1
"225","7","39","Native (learned from birth)","male","psa","psa_1","1","0","Stephanie","nurse","cat","they/them","job","IT",0,NA,NA,NA
"226","7","39","Native (learned from birth)","male","psa","psa_1","1","0","Stephanie","nurse","cat","they/them","pet","cat",1,NA,NA,NA
"227","7","39","Native (learned from birth)","male","psa","psa_1","1","0","Stephanie","nurse","cat","they/them","pronoun","she/her",0,"...she fell asleep.","she/her",0
"228","7","39","Native (learned from birth)","male","psa","psa_1","1","0","Amanda","engineer","cat","she/her","job","nurse",0,NA,NA,NA
"229","7","39","Native (learned from birth)","male","psa","psa_1","1","0","Amanda","engineer","cat","she/her","pet","cat",1,NA,NA,NA
"230","7","39","Native (learned from birth)","male","psa","psa_1","1","0","Amanda","engineer","cat","she/her","pronoun","she/her",1,"...she prepared dinner.","she/her",1
"231","7","39","Native (learned from birth)","male","psa","psa_1","1","0","Brian","accountant","fish","he/him","job","retail",0,NA,NA,NA
"232","7","39","Native (learned from birth)","male","psa","psa_1","1","0","Brian","accountant","fish","he/him","pet","dog",0,NA,NA,NA
"233","7","39","Native (learned from birth)","male","psa","psa_1","1","0","Brian","accountant","fish","he/him","pronoun","he/him",1,"...he balanced his personal budget.","he/him",1
"234","7","39","Native (learned from birth)","male","psa","psa_1","1","0","Andrew","teacher","dog","he/him","job","sales",0,NA,NA,NA
"235","7","39","Native (learned from birth)","male","psa","psa_1","1","0","Andrew","teacher","dog","he/him","pet","fish",0,NA,NA,NA
"236","7","39","Native (learned from birth)","male","psa","psa_1","1","0","Andrew","teacher","dog","he/him","pronoun","he/him",1,"...he graded some papers.","he/him",1
"237","7","39","Native (learned from birth)","male","psa","psa_1","1","0","Melissa","IT","fish","they/them","job","nurse",0,NA,NA,NA
"238","7","39","Native (learned from birth)","male","psa","psa_1","1","0","Melissa","IT","fish","they/them","pet","cat",0,NA,NA,NA
"239","7","39","Native (learned from birth)","male","psa","psa_1","1","0","Melissa","IT","fish","they/them","pronoun","she/her",0,"...she played video games.","she/her",0
"240","7","39","Native (learned from birth)","male","psa","psa_1","1","0","James","janitor","dog","he/him","job","engineer",0,NA,NA,NA
"241","7","39","Native (learned from birth)","male","psa","psa_1","1","0","James","janitor","dog","he/him","pet","dog",1,NA,NA,NA
"242","7","39","Native (learned from birth)","male","psa","psa_1","1","0","James","janitor","dog","he/him","pronoun","he/him",1,"...he took a shower.","he/him",1
"243","7","39","Native (learned from birth)","male","psa","psa_1","1","0","Emily","Uber driver","dog","she/her","job","Uber driver",1,NA,NA,NA
"244","7","39","Native (learned from birth)","male","psa","psa_1","1","0","Emily","Uber driver","dog","she/her","pet","fish",0,NA,NA,NA
"245","7","39","Native (learned from birth)","male","psa","psa_1","1","0","Emily","Uber driver","dog","she/her","pronoun","she/her",1,"...she soaked her feet.","she/her",1
"246","7","39","Native (learned from birth)","male","psa","psa_1","1","0","Daniel","retail","cat","he/him","job","nurse",0,NA,NA,NA
"247","7","39","Native (learned from birth)","male","psa","psa_1","1","0","Daniel","retail","cat","he/him","pet","fish",0,NA,NA,NA
"248","7","39","Native (learned from birth)","male","psa","psa_1","1","0","Daniel","retail","cat","he/him","pronoun","she/her",0,"...they watched television. ","they/them",0
"249","7","39","Native (learned from birth)","male","psa","psa_1","1","0","Kevin","doctor","dog","they/them","job","accountant",0,NA,NA,NA
"250","7","39","Native (learned from birth)","male","psa","psa_1","1","0","Kevin","doctor","dog","they/them","pet","cat",0,NA,NA,NA
"251","7","39","Native (learned from birth)","male","psa","psa_1","1","0","Kevin","doctor","dog","they/them","pronoun","they/them",1,"...they read a book.","they/them",1
"252","7","39","Native (learned from birth)","male","psa","psa_1","1","0","Jessica","food service","fish","she/her","pronoun","she/her",1,"...she took a shower.","she/her",1
"253","8","33","Native (learned from birth)","female","psa","psa_3","1","0","Daniel","IT","cat","he/him","job","IT",1,NA,NA,NA
"254","8","33","Native (learned from birth)","female","psa","psa_3","1","0","Daniel","IT","cat","he/him","pet","cat",1,NA,NA,NA
"255","8","33","Native (learned from birth)","female","psa","psa_3","1","0","Daniel","IT","cat","he/him","pronoun","he/him",1,"he curdled with his cat.","he/him",1
"256","8","33","Native (learned from birth)","female","psa","psa_3","1","0","Andrew","food service","cat","they/them","pet","cat",1,NA,NA,NA
"257","8","33","Native (learned from birth)","female","psa","psa_3","1","0","Andrew","food service","cat","they/them","pronoun","they/them",1,"they went to sleep.","they/them",1
"258","8","33","Native (learned from birth)","female","psa","psa_3","1","0","Brian","mechanic","dog","they/them","job","mechanic",1,NA,NA,NA
"259","8","33","Native (learned from birth)","female","psa","psa_3","1","0","Andrew","food service","cat","they/them","job","food service",1,NA,NA,NA
"260","8","33","Native (learned from birth)","female","psa","psa_3","1","0","Brian","mechanic","dog","they/them","pronoun","they/them",1,"they went to sleep.","they/them",1
"261","8","33","Native (learned from birth)","female","psa","psa_3","1","0","Kevin","doctor","fish","he/him","job","doctor",1,NA,NA,NA
"262","8","33","Native (learned from birth)","female","psa","psa_3","1","0","Kevin","doctor","fish","he/him","pet","fish",1,NA,NA,NA
"263","8","33","Native (learned from birth)","female","psa","psa_3","1","0","Brian","mechanic","dog","they/them","pet","dog",1,NA,NA,NA
"264","8","33","Native (learned from birth)","female","psa","psa_3","1","0","Amanda","engineer","dog","they/them","job","engineer",1,NA,NA,NA
"265","8","33","Native (learned from birth)","female","psa","psa_3","1","0","Amanda","engineer","dog","they/them","pet","dog",1,NA,NA,NA
"266","8","33","Native (learned from birth)","female","psa","psa_3","1","0","Amanda","engineer","dog","they/them","pronoun","they/them",1,"they made their dinner.","they/them",1
"267","8","33","Native (learned from birth)","female","psa","psa_3","1","0","Michael","salesperson","cat","he/him","job","sales",0,NA,NA,NA
"268","8","33","Native (learned from birth)","female","psa","psa_3","1","0","Michael","salesperson","cat","he/him","pet","cat",1,NA,NA,NA
"269","8","33","Native (learned from birth)","female","psa","psa_3","1","0","Michael","salesperson","cat","he/him","pronoun","he/him",1,"he was tired and went to sleep.","he/him",1
"270","8","33","Native (learned from birth)","female","psa","psa_3","1","0","Laura","accountant","cat","she/her","job","accountant",1,NA,NA,NA
"271","8","33","Native (learned from birth)","female","psa","psa_3","1","0","Laura","accountant","cat","she/her","pet","cat",1,NA,NA,NA
"272","8","33","Native (learned from birth)","female","psa","psa_3","1","0","Laura","accountant","cat","she/her","pronoun","she/her",1,"she curdled with her cat.","she/her",1
"273","8","33","Native (learned from birth)","female","psa","psa_3","1","0","James","nurse","dog","he/him","job","nurse",1,NA,NA,NA
"274","8","33","Native (learned from birth)","female","psa","psa_3","1","0","James","nurse","dog","he/him","pet","dog",1,NA,NA,NA
"275","8","33","Native (learned from birth)","female","psa","psa_3","1","0","James","nurse","dog","he/him","pronoun","he/him",1,"he played with his dog.","he/him",1
"276","8","33","Native (learned from birth)","female","psa","psa_3","1","0","Kevin","doctor","fish","he/him","pronoun","he/him",1,"he played with his fish.","he/him",1
"277","8","33","Native (learned from birth)","female","psa","psa_3","1","0","Melissa","retail","dog","she/her","pet","dog",1,NA,NA,NA
"278","8","33","Native (learned from birth)","female","psa","psa_3","1","0","Melissa","retail","dog","she/her","pronoun","she/her",1,"she fed her dog.","she/her",1
"279","8","33","Native (learned from birth)","female","psa","psa_3","1","0","Jessica","teacher","fish","she/her","job","teacher",1,NA,NA,NA
"280","8","33","Native (learned from birth)","female","psa","psa_3","1","0","Jessica","teacher","fish","she/her","pet","fish",1,NA,NA,NA
"281","8","33","Native (learned from birth)","female","psa","psa_3","1","0","Jessica","teacher","fish","she/her","pronoun","she/her",1,"she made her dinner.","she/her",1
"282","8","33","Native (learned from birth)","female","psa","psa_3","1","0","Stephanie","janitor","fish","she/her","job","janitor",1,NA,NA,NA
"283","8","33","Native (learned from birth)","female","psa","psa_3","1","0","Stephanie","janitor","fish","she/her","pet","fish",1,NA,NA,NA
"284","8","33","Native (learned from birth)","female","psa","psa_3","1","0","Stephanie","janitor","fish","she/her","pronoun","she/her",1,"she fed her fish.","she/her",1
"285","8","33","Native (learned from birth)","female","psa","psa_3","1","0","Emily","Uber driver","fish","they/them","job","Uber driver",1,NA,NA,NA
"286","8","33","Native (learned from birth)","female","psa","psa_3","1","0","Emily","Uber driver","fish","they/them","pet","fish",1,NA,NA,NA
"287","8","33","Native (learned from birth)","female","psa","psa_3","1","0","Emily","Uber driver","fish","they/them","pronoun","they/them",1,"they counted their days earning.","they/them",1
"288","8","33","Native (learned from birth)","female","psa","psa_3","1","0","Melissa","retail","dog","she/her","job","retail",1,NA,NA,NA
"289","9","35","Native (learned from birth)","female","story","story_1","0","1","Kevin","doctor","dog","they/them","job","janitor",0,NA,NA,NA
"290","9","35","Native (learned from birth)","female","story","story_1","0","1","Kevin","doctor","dog","they/them","pet","dog",1,NA,NA,NA
"291","9","35","Native (learned from birth)","female","story","story_1","0","1","Kevin","doctor","dog","they/them","pronoun","he/him",0,"he took a nap.","he/him",0
"292","9","35","Native (learned from birth)","female","story","story_1","0","1","Melissa","IT","fish","they/them","pet","cat",0,NA,NA,NA
"293","9","35","Native (learned from birth)","female","story","story_1","0","1","Melissa","IT","fish","they/them","pronoun","they/them",1,"she took a hot bath.","she/her",0
"294","9","35","Native (learned from birth)","female","story","story_1","0","1","Laura","mechanic","cat","she/her","job","mechanic",1,NA,NA,NA
"295","9","35","Native (learned from birth)","female","story","story_1","0","1","Laura","mechanic","cat","she/her","pet","cat",1,NA,NA,NA
"296","9","35","Native (learned from birth)","female","story","story_1","0","1","Laura","mechanic","cat","she/her","pronoun","she/her",1,"she fixed herself a drink.","she/her",1
"297","9","35","Native (learned from birth)","female","story","story_1","0","1","Amanda","engineer","cat","she/her","job","Uber driver",0,NA,NA,NA
"298","9","35","Native (learned from birth)","female","story","story_1","0","1","Amanda","engineer","cat","she/her","pet","dog",0,NA,NA,NA
"299","9","35","Native (learned from birth)","female","story","story_1","0","1","Amanda","engineer","cat","she/her","pronoun","she/her",1,"she read a book","she/her",1
